Bar,Beer,Style,Country,TotalQty,TotalRevenue,TotalCost,AvgMarkupPercent,TotalMargin
Кременчугская,"Ребел Эпл Дикий Крест, 0,45 бут.",Сидры и пуаре ур 2 (Ф),Россия,3,1470.0,756.0,0.9444,714.0
Кременчугская,"Ребел Эпл Кармилла, 0,33 бут.",Сидры и пуаре ур 2 (Ф),Россия,1,390.0,206.0,0.8932,184.0
Кременчугская,"Ригеле Аугсбургер Херренпилс, 0,500 бут.",Пилснеры (Ф),Германия,5,2693.81,1388.93,0.749375,1304.88
Кременчугская,"Ригеле Вюрцигес Экспорт, 0,500 бут.",Хели (Ф),Германия ,5,2600.58,1387.8,1.18445,1212.78
Кременчугская,"Ригеле Келлербир, темное, 0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,2,1380.0,594.0,1.3232,786.0
Кременчугская,"Ригеле Коммерциенрат, 0,500 бут.",Хели (Ф),Германия ,2,1500.0,555.12,1.7021,944.88
Кременчугская,"Ригеле Файнес Урхелль, светлое, 0,500 бут.",Хели (Ф),Германия ,3,1989.0,810.8399999999999,1.453,1178.16
Кременчугская,"Ригеле Хелль, б/а, светлое, 0,500 бут.",Пиво б/а (Ф),Германия,4,2535.0,960.0,1.6631666666666665,1575.0
Кременчугская,"Рошфор 10, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,850.0,378.0,1.2487,472.0
Кременчугская,"Рошфор 6, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,1,580.0,261.0,1.2222,319.0
Кременчугская,"Рэбел Эппл Bride, бут. 0,75",Сидры и пуаре ур 2 (Ф),Россия ,2,4200.0,1940.4,1.1645,2259.6
Кременчугская,"С-Петерс Индиа Пейл Эль, 0,500 бут.",ИПА (Ф),Англия,2,1180.0,357.85,2.2975000000000003,822.1500000000001
Кременчугская,"С-Петерс Хани Портер, 0,500 бут.",Темные эли (Ф),Англия,1,590.0,70.0,7.4286,520.0
Кременчугская,"Сидр ЛиК V6.0 0,450 бут.",Сидры и пуаре ур 2 (Ф),Россия,2,840.0,314.0,1.6752,526.0
Кременчугская,"Славянское Солнце Квас Традиционный, б/а, жб. 0,450 .",Пиво б/а (Ф),Россия,2,500.0,190.0,1.6316,310.0
Кременчугская,"Степь И Ветер Дыня Лемонграс, 0,45 ж/б",Миды и меломели (Ф),Россия,4,1960.0,976.08,1.008,983.92
Кременчугская,"Степь и ветер Punch,  0.450 ж/б",Миды и меломели (Ф),Россия ,1,590.0,272.44,1.1656,317.56
Кременчугская,Степь и ветер TONIC MEAD Мёд сладкий 0.450 ж/б,Напитки б/а (Ф),Россия ,2,980.0,446.0,1.1973,534.0
Кременчугская,"Токсовская сидрерия Smoked, 0,330 бут",Сидры и пуаре ур 2 (Ф),Россия,1,390.0,201.0,0.9403,189.0
Кременчугская,"Токсовская сидрерия Костры рябин, 0,330 бут",Сидры и пуаре ур 2 (Ф),Россия,2,940.0,422.0,1.2275,518.0
Кременчугская,"Трипл Кармелит, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,690.0,351.0,0.9658,339.0
Кременчугская,"Трипл Кармелит, 0,75 бут.",Крепкая бельгия 8+ (Ф),Бельгия,3,6900.0,2460.0,1.8049,4440.0
Кременчугская,"Флорис Манго, 0,330 бут.",Фруктовые ламбики (столовые) Ф,Бельгия,2,840.0,380.0,1.2105,460.0
Кременчугская,"Фуллерс ЕСБ, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,5,3850.0,1697.5,1.268,2152.5
Кременчугская,"Фуллерс Лондон Блэк Каб Стаут, 0,500 бут.",Темные эли (Ф),Англия,5,3850.0,1697.5,1.268,2152.5
Кременчугская,"Фуллерс Лондон Портер, 0,500 бут.",Темные эли (Ф),Англия,5,3450.0,1697.5,1.0324,1752.5
Кременчугская,"Фуллерс Лондон Прайд, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,1,750.0,405.71,0.8486,344.29
Кременчугская,"Фурнье сидр де Норманди Брют 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Франция,2,1900.0,1192.0,0.594,708.0
Кременчугская,Херкенрод Блонд 0.33 б,Светлая столовая бельгия (Ф),Бельгия,1,520.0,358.0,0.4525,162.0
Кременчугская,"Шапо Малина Ламбик, 0,0375 бут.",Фруктовые ламбики (столовые) Ф,Бельгия,4,3960.0,1500.0,1.64,2460.0
Кременчугская,"Шнайдер TАР7, 0,500 бут.",Вайсс (Ф),Германия,2,1240.0,569.48,1.1774,670.52
Кременчугская,"Шнайдер Майне Хелле ТАР1, 0,500 бут.",Вайсс (Ф),Германия,4,2567.5,1138.96,1.2447333333333332,1428.54
Кременчугская,"Шнайдер ТАР5, 0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,3,2157.09,1017.6600000000001,1.1274333333333333,1139.4299999999998
Кременчугская,"Штраффе Хендрикс Брюгс Квадрюпель,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,4,3000.0,1340.0,1.2388,1660.0
Кременчугская,"Штраффе Хендрикс Брюгс Трипл,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,2,1500.0,665.67,1.2533500000000002,834.33
Кременчугская,"Якобинс Крик Макс, светлое, 0,250 бут.",Фруктовые ламбики (столовые) Ф,Бельгия,5,2667.5,970.0,1.7818999999999998,1697.5
Лиговский,4BREWERS | Dr.Nopain | 500мл.,Сауэр эли (Ф),Россия,2,765.0,448.84,0.7044,316.16
Лиговский,"4BREWERS Заяц в шоке, ж/б. 0,450",Сауэр эли (Ф),Россия ,2,1080.0,478.24,1.2583,601.76
Лиговский,"4Brewers  Лимонно-гранатовый тарт, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,446.5,223.44,0.9983,223.06
Лиговский,"4Brewers  Магия , ж/б. 0,500 .",Сауэр эли (Ф),Россия ,2,1235.0,0.0,0.0,1235.0
Лиговский,"4Brewers Neuro Juice, ж/б. 0,500 .",Гозе и овощные гозе (Ф),Россия ,2,931.0,446.88,1.0833,484.12
Лиговский,"4Brewers Вторая Личность, ж/б. 0,500 .",Темные эли (Ф),Россия ,1,370.5,196.0,0.8903,174.5
Лиговский,"4Brewers Доза (Манго + Ананас) , ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,550.0,0.0,0.0,550.0
Лиговский,"4Brewers Доза [Mango + Pineapple + Grapefruit], ж/б. 0,500 .",Сауэр эли (Ф),Россия ,2,900.0,478.24,0.8819,421.76
Лиговский,"4Brewers Доза Апельсин Манго Ананас, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,450.0,0.0,0.0,450.0
Лиговский,"4Brewers Доза(банан+ гуава + манго) , ж/б. 0,500 .",Сауэр эли (Ф),Россия ,1,560.0,0.0,0.0,560.0
Лиговский,"4Brewers Зависимость Зеленые оливки, ж/б. 0,450 .",Гозе и овощные гозе (Ф),Россия ,3,1192.5,667.38,0.7868333333333334,525.12
Лиговский,"4Brewers Зависимость, ж/б. 0,450 .",Гозе и овощные гозе (Ф),Россия ,6,2542.5,1205.4,1.0831,1337.1
Лиговский,"4Brewers Магия (Black currant, Cherry, Chocolate, Date syrup, ж/б. 0,500 .",Сауэр эли (Ф),Россия ,2,740.0,468.44,0.5797,271.56
Лиговский,"4Brewers Укропная Зависимость , ж/б. 0,500 .",Гозе и овощные гозе (Ф),Россия ,3,1170.0,702.66,0.7051000000000001,467.34000000000003
Лиговский,"4Brewers Юффий, ж/б. 0,450 .",Темные эли (Ф),Россия ,1,351.5,185.22,0.8977,166.28
Лиговский,"4Brewers не кричи на кимчи ж/б. 0,500 .",Гозе и овощные гозе (Ф),Россия ,1,315.0,223.44,0.4098,91.56
Лиговский,"Atmosphere brew Психоделический Трип, ж/б. 0,450 .",Темные эли (Ф),Россия ,2,780.0,416.0,0.875,364.0
Лиговский,Brewlok | Черный Пес | 500мл.,ИПА (Ф),Россия,4,1501.5,686.76,1.1864,814.74
Лиговский,"Brewlok Василиса, бут. 0,450 .",Имперское (Ф),Россия,2,819.0,388.0,1.1108,431.0
Лиговский,"Brewlok Русалка ж/б, 0,450",Сауэр эли (Ф),Россия,4,1680.0,725.56,1.3155,954.44
Лиговский,"DaDa сидр #3 (Полусладкий), бут. 0,500 .",Сидры и пуаре ур 2 (Ф),Россия,14,6517.0,3066.0,1.1256,3451.0
Лиговский,"Gletcher Nut Butter, ж/б. 0,500 .",Темные эли (Ф),Россия ,2,741.0,344.0,1.1541,397.0
Лиговский,"New Riga's White Moon , ж/б. 0,450 .",Темные эли (Ф),Россия ,4,1155.0,620.0,0.8629,535.0
Лиговский,"New Rigas Varka Cherry, ж/б, 0,500",Сауэр эли (Ф),Россия,5,1518.0,800.0,0.8219,718.0
Лиговский,"Old Speckled Hen, 0,5 ж/б","Карамельное, янтарное пиво 2 Ф",Англия,5,1755.0,828.0,1.090125,927.0
Лиговский,"PP Gose 0.5, бан",Другие охмеленные (Ф),Россия,2,900.0,413.22,1.178,486.78
Лиговский,"Paulaner Hefe Weissbier , 0,500 бут.",Вайсс (Ф),Германия,1,490.0,252.2,0.9429,237.8
Лиговский,"Sabotage Lost in Dogma,500мл.",Сауэр эли (Ф),Россия,1,490.0,0.0,0.0,490.0
Лиговский,"Saldens American IPA Six Hops ж/б. 0,450 .",Дабл ИПА + (Ф),Россия ,1,490.0,215.0,1.2791,275.0
Лиговский,"Selfmade Tomato Method,  ж/б, 0,500",Гозе и овощные гозе (Ф),Россия,3,1421.0,579.1500000000001,1.47475,841.8499999999999
Лиговский,"StadsHaven Great White, 0,330 бут.",Бланш (Ф),Нидерланды,2,798.0,347.53,1.2962,450.47
Лиговский,"StadsHaven Moray IPA б/а бут. 0,330 .",Пиво б/а (Ф),Нидерланды,3,870.0,426.0,1.0423,444.0
Лиговский,"StadsHaven Octopus Blond 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,5,2100.0,818.0,1.5672,1282.0
Лиговский,"StadsHaven RedHead Ale, 0,330 бут.","Карамельное, янтарное пиво 2 Ф",Нидерланды,2,798.0,356.0,1.2416,442.0
Лиговский,"StadsHaven Sailor's lager , 0,330 бут.",Другие лагеры (Ф),Нидерланды,6,2436.0,1068.0,1.2809333333333333,1368.0
Лиговский,"Айингер Лагер Хелл, 0,500 бут.",Хели (Ф),Германия ,15,10108.5,5006.85,1.0212444444444444,5101.65
Лиговский,"Айингер Столетнее , 0,500 бут.",Хели (Ф),Германия ,1,710.0,333.79,1.1271,376.21
Лиговский,"Айингер Фестмарцен , 0,500 бут.",Другие лагеры (Ф),Германия,2,1501.5,642.7,1.3361999999999998,858.8
Лиговский,"Айнзидлер Пилснер , 0,500 бут.",Пилснеры (Ф),Германия,1,560.5,300.0,0.8683,260.5
Лиговский,"Араета 2021 грушевый 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Испания,1,940.5,484.0,0.9432,456.5
Лиговский,"Араета 2021 яблочный 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Испания,1,940.5,406.0,1.3165,534.5
Лиговский,Белхеван Scottish ale 0.44 ж/б,"Карамельное, янтарное пиво 2 Ф",Чехия,5,2254.0,1236.75,0.8287,1017.25
Лиговский,"Борнем Дубль, 0,330 бут.",Темная столовая бельгия (Ф),Бельгия,2,760.5,366.0,1.07785,394.5
Лиговский,"Брю Дивижн Ас Крим, 0,500 бут.",Темные эли (Ф),Россия,4,1677.0,0.0,0.0,1677.0
Лиговский,"Брю Дивижн Вайсглюк Унзере Хефевайцен, 0,500 бут.",Вайсс (Ф),Россия,2,855.0,406.0,1.1059,449.0
Лиговский,"Брю Дивижн Он Бейс,  0,500 бут.","Голден эли, АПА, Пэйл эли (Ф)",Россия,6,2439.5,1398.0,0.7377,1041.5
Лиговский,"Брюгге зот, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,4,2002.0,1076.0,0.8605750000000001,926.0
Лиговский,"Бульви 1883 полусладкий 0,5 л бут.",Сидры и пуаре ур 2 (Ф),Россия,1,420.0,215.0,0.9535,205.0
Лиговский,"Бульви 1883 полусухой 0,5 л бут.",Сидры и пуаре ур 2 (Ф),Россия,3,1218.0,645.0,0.88025,573.0
Лиговский,"Бульви Артизиан Классик, 0,750 бут.",Сидры и пуаре ур 2 (Ф),Россия,1,880.0,0.0,0.0,880.0
Лиговский,"Бульви Гранат 0,45 бут.",Сидры и пуаре ур 2 (Ф),Россия,4,1872.0,840.0,1.22855,1032.0
Лиговский,"Бульви Петит б/а 0,45 .",Сидры б/а (Ф),Россия,1,320.0,179.0,0.7877,141.0
Лиговский,"Бульви Розе, 0,450 бут",Сидры и пуаре ур 2 (Ф),Россия,5,2352.0,1050.0,1.23998,1302.0
Лиговский,"Бульви Рустик полусухой, бут. 0,45л",Сидры б/а (Ф),Россия,4,1659.0,796.0,1.0577999999999999,863.0
Лиговский,"Бульви Сидр Артизан Брют, 0,750 бут.",Сидры и пуаре ур 2 (Ф),Россия,1,750.0,0.0,0.0,750.0
Лиговский,"Бульви Шорли Гранат б/а 0,450",Сидры б/а (Ф),Россия,2,580.0,256.0,1.2656,324.0
Лиговский,"Вайнштефан Оригинал, светлое, 0,500 бут.",Хели (Ф),Германия ,10,5693.5,2753.8999999999996,0.9549500000000001,2939.6000000000004
Лиговский,"Вайнштефан Хефе Вайсбир, светлое, 0,500 бут.",Вайсс (Ф),Германия,5,2832.0,1377.0500000000002,1.0708333333333333,1454.9499999999998
Лиговский,"Вальдеранс сидр де Бретань Брют 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Франция,1,2375.0,763.0,2.1127,1612.0
Лиговский,"Вандер Гинсте, 0,250 бут.",Флемиш (Ф),Бельгия,4,1521.0,768.0,0.9635666666666666,753.0
Лиговский,"Верхаге Барбе Крик темное, 0,330 бут.",Крепкая вишня и персик (Ф),Бельгия,5,3312.0,1655.0,0.9977499999999999,1657.0
Лиговский,"Вестмалле Траппист Дубль, 0,330 бут.",Темная столовая бельгия (Ф),Бельгия,1,470.0,231.0,1.0346,239.0
Лиговский,"Вичвуд Брювери Хобгоблин Руби, 0,500 ж\б","Карамельное, янтарное пиво 2 Ф",Англия,1,589.0,300.7,0.9588,288.3
Лиговский,"Глетчер Милк оф Амнезия  0.5, бан",Другие охмеленные (Ф),Россия,6,2320.5,1038.0,1.226125,1282.5
Лиговский,"Дальняя дача №1 сухой 0,500, бут",Сидры и пуаре ур 2 (Ф),Россия,16,7191.0,3504.0,1.0455,3687.0
Лиговский,"Дальняя дача №2 п/сухой 0,500, стекло",Сидры и пуаре ур 2 (Ф),Россия,16,7668.5,3504.0,1.20945,4164.5
Лиговский,"Дальняя дача №3 полусладкий 0,500, ж/б",Сидры и пуаре ур 2 (Ф),Россия,1,520.0,0.0,0.0,520.0
Лиговский,"Делириум Рэд, 0,330 бут.",Крепкая вишня и персик (Ф),Бельгия,1,513.0,269.0,0.9071,244.0
Лиговский,"Джоус Американский Пэйл Эль, светлое, 0,450бут.","Голден эли, АПА, Пэйл эли (Ф)",Россия,9,3828.0,1971.0,0.94886,1857.0
Лиговский,"Джоус Атомная Прачечная Extra Ipa,  0,500 бут.",Дабл ИПА + (Ф),Россия,1,690.0,309.0,1.233,381.0
Лиговский,"Джоус Атомная Прачечная, светлое, 0,500 бут.",Пиво б/а (Ф),Россия,15,7592.0,3885.0,0.9484285714285715,3707.0
Лиговский,"Джоус Бланш 0,5 бут.",Бланш (Ф),Россия,6,2106.0,1194.0,0.66585,912.0
Лиговский,"Джоус Вайцен, 0,500 бут.",Вайсс (Ф),Россия,2,722.0,398.0,0.8141,324.0
Лиговский,"Джоус Вихтенаар Ищу человека, 0,500 бут.",Флемиш (Ф),Россия,3,1972.0,1119.0,0.7941,853.0
Лиговский,"Джоус Грезы 0,45, ж/б",Сауэр эли (Ф),Россия,2,799.5,458.0,0.7456499999999999,341.5
Лиговский,"Джоус Ищу человека Red, 0,500 бут.",Флемиш (Ф),Россия,1,760.0,0.0,0.0,760.0
Лиговский,"Джоус Май Априкот Морнинг, б/а, 0,45 ж/б",Сауэр эли (Ф),Россия,1,370.5,0.0,0.0,370.5
Лиговский,"Джоус Мюних Хеллес 0,500 бут.",Другие лагеры (Ф),Россия,14,5148.0,2450.0,1.1338599999999999,2698.0
Лиговский,"Джоус Нитро Стаут, 0,45 ж/б",Темные эли (Ф),Россия,4,1482.0,840.0,0.7643,642.0
Лиговский,"Джоус Овсяный Стаут, темное, 0,500 бут.",Темные эли (Ф),Россия,4,1560.0,800.0,0.9499999999999998,760.0
Лиговский,"Джоус Рэд Видоу, 0,450 ж/б",Флемиш (Ф),Россия,1,494.0,290.0,0.7034,204.0
Лиговский,"Джоус Саур Бриз Манго, 0,500 бут.",Сауэр эли (Ф),Россия,2,855.0,498.0,0.7169,357.0
Лиговский,"Дюшес Де Бургунь 0,330 бут.",Флемиш (Ф),Бельгия,4,2925.0,1347.76,1.17025,1577.24
Лиговский,"Заповедник  Le Shouga 0,33 л бут.",Сидры и пуаре ур 2 (Ф),Россия,2,836.0,456.0,0.8333,380.0
Лиговский,"Заповедник Gypsy Boy & Apple Monster  0,75 л бут.",Сидры и пуаре ур 2 (Ф),Россия,3,2821.5,1347.0,1.0947,1474.5
Лиговский,"Заповедник АБАНАМАТ  0,45 л бут.",Сидры и пуаре ур 2 (Ф),Россия,5,2137.5,1060.0,1.0165,1077.5
Лиговский,"Заповедник Плацебо  0,33 л бут.",Сидры и пуаре ур 2 (Ф),Россия,2,780.0,388.0,1.0103,392.0
Лиговский,"Зеро Поинт Вело Друг б/а, 0,45 ж/б",Пиво б/а (Ф),Россия,2,780.0,390.0,1.0,390.0
Лиговский,"Зеро Поинт Мото Друг б/а, 0,5 ж/б",Пиво б/а (Ф),Россия,5,1782.0,975.0,0.8230999999999999,807.0
Лиговский,"Зеро Поинт Пик Драг б/а, 0,5 ж/б",Пиво б/а (Ф),Россия,4,1440.0,780.0,0.8462,660.0
Лиговский,"Зеро Поинт Портер 42 б/а, 0,330 ж/б",Пиво б/а (Ф),Россия,4,1365.0,780.0,0.75,585.0
Лиговский,"Зубр Голд , 0,500 бут.",Пилснеры (Ф),Чехия,11,5194.0,2562.34,1.024675,2631.66
Лиговский,Квак Амбер 0.33,Светлая столовая бельгия (Ф),Бельгия,4,2464.0,1276.0,0.9394333333333335,1188.0
Лиговский,"Клаусталер 0%,  0,330 бут.",Пиво б/а (Ф),Германия,1,490.0,170.0,1.8824,320.0
Лиговский,"Кулинар Клафути 0,5 ж/б",Сауэр эли (Ф),Россия,4,2760.0,0.0,0.0,2760.0
Лиговский,"Ла Трапп Блонд,0,330 бут.",Светлая столовая бельгия (Ф),Нидерланды,3,1650.0,825.0,1.0,825.0
Лиговский,"Ла Трапп Трипель, светлое, 0,330 бут.",Крепкая бельгия 8+ (Ф),Нидерланды,4,2262.0,1156.0,0.95675,1106.0
Лиговский,"Нью Ригас Коза в малиннике, 0,450 ж/б.",Сауэр эли (Ф),Россия,1,390.0,185.0,1.1081,205.0
Лиговский,"Нью Ригас Комета, 0,450 ж/б.",ИПА (Ф),Россия,3,1032.5,537.0,0.9227,495.5
Лиговский,"Омер,330 бут.",Светлая столовая бельгия (Ф),Бельгия,2,931.0,512.0,0.8184,419.0
Лиговский,"Островица Juicy IPA, 0,45 ж/б",ИПА (Ф),Россия,6,2478.0,1222.2,1.027525,1255.8
Лиговский,"Островица Американ Пейл Эль, 0,500 ж/б","Голден эли, АПА, Пэйл эли (Ф)",Россия,4,1672.0,737.2,1.268,934.8
Лиговский,"Островица Индиа Пейл Эль, 0,450 ж/б",ИПА (Ф),Россия,7,2730.0,1290.1000000000001,1.1161,1439.8999999999999
Лиговский,"Островица Милк Стаут, 0,450 бут.",Темные эли (Ф),Россия,1,370.5,184.3,1.0103,186.2
Лиговский,"Островица Холи ДИПА, 0,450 ж/б",Дабл ИПА + (Ф),Россия,1,420.0,194.0,1.1649,226.0
Лиговский,"Парадокс Инсайдер Красная смородина, 0,500 ж/б",Сидры и пуаре ур 2 (Ф),Россия,1,427.5,0.0,0.0,427.5
Лиговский,"Парадокс Мичелада ж/б. 0,330 .",Гозе и овощные гозе (Ф),Россия,2,1150.5,0.0,0.0,1150.5
Лиговский,"Парадокс Фатум: Весткост Дабл ИПА, ж/б, 0,500",Дабл ИПА + (Ф),Россия,3,1534.0,777.0,0.9742333333333333,757.0
Лиговский,"План Б Отличный план, ж/б., 0,5",ИПА (Ф),Россия,4,1521.0,779.0,0.9692,742.0
Лиговский,"План Б Солнечный Ветер, ж/б, 0,450","Голден эли, АПА, Пэйл эли (Ф)",Россия,4,1501.5,733.4,1.0561666666666667,768.1
Лиговский,"План Б Тропикал Пэйнкиллер, 0,500 ж/б",Дабл ИПА + (Ф),Россия,2,798.0,406.6,0.9626,391.4
Лиговский,"Ребел Эпл Дикий Крест Полусухой, 0,45 бут.",Сидры и пуаре ур 2 (Ф),Россия,4,1755.0,882.0,1.0068,873.0
Лиговский,"Ригеле Вюрцигес Экспорт, 0,500 бут.",Хели (Ф),Германия ,2,1345.5,584.34,1.3026,761.16
Лиговский,"Ригеле Коммерциенрат, 0,500 бут.",Хели (Ф),Германия ,23,15145.5,6719.91,1.2554,8425.59
Лиговский,"Ригеле Файнес Урхелль, светлое, 0,500 бут.",Хели (Ф),Германия ,10,6865.5,2845.0,1.40104,4020.5
Лиговский,"Ригеле Хелль, б/а, светлое, 0,500 бут.",Пиво б/а (Ф),Германия,3,1852.5,735.0,1.5204,1117.5
Лиговский,"Ригеле Хефевайсбир, светлое, 0,500 бут.",Вайсс (Ф),Германия,7,4320.0,2045.19,1.1175,2274.81
Лиговский,"Родное яблочко  Драй  0,500 .",Сидры и пуаре ур 2 (Ф),Россия,5,2327.5,1100.0,1.1159,1227.5
Лиговский,"Родное яблочко  Семисвит Б\А 0,500 .",Сидры и пуаре ур 2 (Ф),Россия,2,931.0,398.0,1.3392,533.0
Лиговский,"Рошфор 10, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,750.0,378.0,0.9841,372.0
Лиговский,"Рошфор 6, 0,330 бут.",Светлая столовая бельгия (Ф),Бельгия,4,2054.0,1044.0,0.9674,1010.0
Лиговский,"Сент Бернардус 12 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,650.0,321.0,1.0249,329.0
Лиговский,"Сент Бернардус Трипель 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,1,513.0,272.0,0.886,241.0
Лиговский,"Степь И Ветер Pyment , 0,45 ж/б",Миды и меломели (Ф),Россия,2,742.5,446.88,0.66155,295.62
Лиговский,"Степь И Ветер Вишня, ж/б, 0,45",Миды и меломели (Ф),Россия,2,900.0,446.88,1.014,453.12
Лиговский,"Степь И Ветер Дыня Лемонграс, 0,45 ж/б",Миды и меломели (Ф),Россия,3,1260.0,732.0600000000001,0.7211666666666666,527.9399999999999
Лиговский,"Степь И Ветер Мид Мед и Смородина , бут., 0,45",Миды и меломели (Ф),Россия,3,1305.0,670.3199999999999,0.9468666666666667,634.6800000000001
Лиговский,"Степь И Ветер Традиционный , 0,45 ж/б",Миды и меломели (Ф),Россия,4,1732.5,666.4,1.6110333333333333,1066.1
Лиговский,"СэлфМэйд ceremony, ж/б. 0,450 .",НЕИПА (Ф),Россия,1,350.0,234.63,0.4917,115.37
Лиговский,"Трипл Кармелит, 0,330 бут.",Крепкая бельгия 8+ (Ф),Бельгия,3,1711.0,933.0,0.8497,778.0
Лиговский,"Фуллерс ЕСБ, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,2,1311.0,679.0,0.9308,632.0
Лиговский,"Фуллерс Лондон Блэк Каб Стаут, 0,500 бут.",Темные эли (Ф),Англия,3,2233.0,1101.18,1.0278333333333334,1131.82
Лиговский,"Фуллерс Лондон Портер, 0,500 бут.",Темные эли (Ф),Англия,9,6003.0,3303.54,0.8014666666666668,2699.46
Лиговский,"Фуллерс Лондон Прайд, 0,500 бут.","Карамельное, янтарное пиво 2 Ф",Англия,1,750.0,367.06,1.0433,382.94
Лиговский,"Фурнье сидр де Норманди Брют 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Франция,1,902.5,596.0,0.5143,306.5
Лиговский,"Фурнье сидр де Норманди Розе 0,33 л бут.",Сидры и пуаре ур 2 (Ф),Франция,2,1311.0,718.0,0.8259,593.0
Лиговский,"Фурнье сидр де Норманди Розе 0,75 л бут.",Сидры и пуаре ур 2 (Ф),Франция,1,845.5,636.0,0.3294,209.5
Лиговский,"Шимэ Рэд Кап, 0,330 бут.",Темная столовая бельгия (Ф),Бельгия,1,590.0,300.0,0.9667,290.0
Лиговский,"Шнайдер Майне Хелле ТАР1, 0,500 бут.",Вайсс (Ф),Германия,1,589.0,344.35,0.7105,244.64999999999998
Лиговский,"Шнайдер ТАР5, 0,500 бут.",Другое нефильтрованное пиво (Ф,Германия,1,712.5,337.07,1.1138,375.43
